"","year","...2","file_id","date","newspaper_city","newspaper_state","url","sn","month","day","edition","news_address","has_article_highlights","last_modified","num_annotations","flag_irrelevant","flag_bad_layout","flag_other","last_modified_by","last_modified_by_name","state","newspaper","oclc","issn","no_issues","earliest_issue","latest_issue","abbreviation","region","border","newspaper_name","newspaper_state_clean"
"3592",1904,2063,2191,1904-07-08,"Cairo","Ill","https://articleextractor.org/pages//2191/iune_issue_ver01/sn93055779/1904/07/08/ed-1/seq-1/0?user_id=6","sn93055779",7,8,"ed-1","Cairo,  Ill",0,2023-01-23 21:02:58,1,0,0,0,0,"null","Illinois","The Cairo bulletin. (Cairo, Ill.) 1???-1928",27970518,"2381-3172",4001,1904-01-01,1915-02-02,"IL","Midwest","Not_Border","The Cairo bulletin.","IL"
"3593",1904,58181,32644,1904-09-10,"Salt Lake City",NA,"https://articleextractor.org/pages//32644/iune_charlie_ver01/sn84024055/1904/09/10/ed-1/seq-1/0?user_id=6","sn84024055",9,10,"ed-1","Salt Lake City,",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,"Utah","The broad ax. [volume] (Salt Lake City, Utah) 1895-19??",10392922,"2163-7202",1661,1895-08-31,2027-10-19,"UT","West","Not_Border","The broad ax","UT"
"3594",1904,13190,27306,1904-04-13,"Washington","D.C","https://articleextractor.org/pages//27306/dlc_otterhound_ver01/sn83045462/1904/04/13/ed-1/seq-9/0?user_id=6","sn83045462",4,13,"ed-1","Washington,  D.C",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,"District of Columbia","Evening star. [volume] (Washington, D.C.) 1854-1972",2260929,"2331-9968",36949,1854-10-09,1963-12-31,"DC","South","Not_Border","Evening star","DC"
"3595",1904,33029,54275,1904-01-24,"Raleigh","N.C","https://articleextractor.org/pages//54275/ncu_hamm_ver01/sn85042104/1904/01/24/ed-1/seq-8/0?user_id=6","sn85042104",1,24,"ed-1","Raleigh,  N.C",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,"North Carolina","The news &amp; observer. [volume] (Raleigh, N.C.) 1894-current",11750106,"2688-8807",3559,1894-08-12,1905-12-31,"NC","South","Not_Border","The news & observer","NC"
"3596",1904,30027,50095,1904-08-31,"Fort Benton","Mo","https://articleextractor.org/pages//50095/mthi_harrier_ver01/sn85053157/1904/08/31/ed-1/seq-8/0?user_id=6","sn85053157",8,31,"ed-1","Fort Benton,  Mo",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,"Montana","The river press. [volume] (Fort Benton, Mont.) 1880-current",12280160,"2332-9726",1068,1880-10-27,1914-12-30,"MT","West","Not_Border","The river press","MT"
"3597",1904,51747,80016,1904-03-08,"Honolulu",NA,"https://articleextractor.org/pages//80016/hihouml_cardinal_ver01/sn83025121/1904/03/08/ed-1/seq-1/0?user_id=6","sn83025121",3,8,"ed-1","Honolulu ,",NA,2023-09-07 18:07:27,0,0,0,0,NA,NA,"Hawaii","The Hawaiian gazette. [volume] (Honolulu [Oahu, Hawaii]) 1865-1918",9249554,"2157-1392",3816,1868-04-22,1918-10-18,"HI","West","Not_Border","The Hawaiian gazette","HI"
"3598",1904,2528,2664,1904-03-11,"Omaha",NA,"https://articleextractor.org/pages//2664/nbu_norris_ver01/sn99021999/1904/03/11/ed-1/seq-4/0?user_id=6","sn99021999",3,11,"ed-1","Omaha , NA",0,2023-01-23 21:02:58,1,0,0,0,0,"null","Nebraska","Omaha daily bee. (Omaha [Neb.]) 187?-1922",42958170,"2169-7264",15232,1872-12-31,1922-06-14,"NE","Midwest","Not_Border","Omaha daily bee.","NE"
"3599",1904,46466,71243,1904-09-03,"Richmond","Va","https://articleextractor.org/pages//71243/vi_gualala_ver01/sn85038615/1904/09/03/ed-1/seq-1/0?user_id=6","sn85038615",9,3,"ed-1","Richmond,  Va",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,"Virginia","The times dispatch. [volume] (Richmond, Va.) 1903-1914",12872288,"1941-0700",4143,1903-01-27,1914-11-13,"VA","South","Not_Border","The times dispatch","VA"
"3600",1904,18402,36186,1904-09-15,"Baxter Springs",NA,"https://articleextractor.org/pages//36186/khi_jones_ver01/sn83040592/1904/09/15/ed-1/seq-7/0?user_id=6","sn83040592",9,15,"ed-1","Baxter Springs,",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,"Kansas","Baxter Springs news. [volume] (Baxter Springs, Kan.) 1882-1919",10536975,"2372-2878",1543,1890-01-04,1919-07-25,"KS","Midwest","Not_Border","Baxter Springs news","KS"
"3601",1904,55875,84149,1904-09-28,"Watertown","Wis","https://articleextractor.org/pages//84149/whi_elizabeth_ver01/sn85033295/1904/09/28/ed-1/seq-2/0?user_id=6","sn85033295",9,28,"ed-1","Watertown,  Wis",NA,2023-09-07 18:07:27,0,0,0,0,NA,NA,"Wisconsin","Watertown republican. [volume] (Watertown, Wis.) 1860-1906",11827913,"2576-5604",2112,1860-06-15,1906-04-06,"WI","Midwest","Not_Border","Watertown republican","WI"
"3602",1904,28407,48084,1904-01-28,NA,NA,"https://articleextractor.org/pages//48084/msar_diamond_ver01/sn87065469/1904/01/28/ed-1/seq-1/0?user_id=6","sn87065469",1,28,"ed-1","NA, NA",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,"Mississippi","Oxford eagle. (Oxford, Lafayette Co., Miss.) 1876-current",16108132,"2766-0648",1631,1876-02-11,1922-12-28,"MS","South","Not_Border","Oxford eagle.","MS"
"3603",1904,13195,27311,1904-04-01,"Washington","D.C","https://articleextractor.org/pages//27311/dlc_otterhound_ver01/sn83045462/1904/04/01/ed-1/seq-14/0?user_id=6","sn83045462",4,1,"ed-1","Washington,  D.C",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,"District of Columbia","Evening star. [volume] (Washington, D.C.) 1854-1972",2260929,"2331-9968",36949,1854-10-09,1963-12-31,"DC","South","Not_Border","Evening star","DC"
"3604",1904,37502,59404,1904-05-24,"New York","N.Y","https://articleextractor.org/pages//59404/nn_plato_ver01/sn83030193/1904/05/24/ed-1/seq-2/0?user_id=6","sn83030193",5,24,"ed-1","New York,  N.Y",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,"New York","The evening world. [volume] (New York, N.Y.) 1887-1931",9368601,"1941-0654",14941,1887-10-10,1922-12-30,"NY","Northeast","Not_Border","The evening world","NY"
"3605",1904,58223,32691,1904-09-03,"Salt Lake City",NA,"https://articleextractor.org/pages//32691/iune_charlie_ver01/sn84024055/1904/09/03/ed-1/seq-1/0?user_id=6","sn84024055",9,3,"ed-1","Salt Lake City,",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,"Utah","The broad ax. [volume] (Salt Lake City, Utah) 1895-19??",10392922,"2163-7202",1661,1895-08-31,2027-10-19,"UT","West","Not_Border","The broad ax","UT"
"3606",1904,53755,82029,1904-08-06,"Waterbury",NA,"https://articleextractor.org/pages//82029/ct_ironwood_ver01/sn93053726/1904/08/06/ed-1/seq-6/0?user_id=6","sn93053726",8,6,"ed-1","Waterbury , NA",NA,2023-09-07 18:07:27,0,0,0,0,NA,NA,"Connecticut","Waterbury evening Democrat. [volume] (Waterbury [Connecticut]) 1903-1917",27347161,"2574-5514",1807,1903-03-02,1908-12-31,"CT","Northeast","Not_Border","Waterbury evening Democrat","CT"
"3607",1904,33509,54839,1904-03-15,"Monroe","N.C","https://articleextractor.org/pages//54839/ncu_kings_ver01/sn91068476/1904/03/15/ed-1/seq-2/0?user_id=6","sn91068476",3,15,"ed-1","Monroe,  N.C",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,"North Carolina","The Monroe journal. [volume] (Monroe, N.C.) 189?-1965",24831252,"2474-8404",1420,1903-03-17,1922-12-29,"NC","South","Not_Border","The Monroe journal","NC"
"3608",1904,45399,69514,1904-11-01,"Salt Lake City",NA,"https://articleextractor.org/pages//69514/uuml_three_ver01/sn85058130/1904/11/01/ed-1/seq-3/0?user_id=6","sn85058130",11,1,"ed-1","Salt Lake City , NA",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,"Utah","The Salt Lake herald. [volume] (Salt Lake City [Utah]) 1870-1909",11987624,"1941-3033",10162,1880-01-01,1909-08-13,"UT","West","Not_Border","The Salt Lake herald","UT"
"3609",1904,20443,38510,1904-03-09,"Paducah","Ky","https://articleextractor.org/pages//38510/kyu_meatloaf_ver01/sn85052116/1904/03/09/ed-1/seq-1/0?user_id=6","sn85052116",3,9,"ed-1","Paducah,  Ky",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,"Kentucky","The Paducah sun. [volume] (Paducah, Ky.) 1898-1906",12442469,"1943-8958",1815,1898-12-15,1906-05-16,"KY","South","Border","The Paducah sun","KY"
"3610",1904,12506,25913,1904-02-20,"Washington","D.C","https://articleextractor.org/pages//25913/dlc_foxtrot_ver01/sn83027091/1904/02/20/ed-1/seq-7/0?user_id=6","sn83027091",2,20,"ed-1","Washington,  D.C",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,"District of Columbia","The colored American. [volume] (Washington, D.C.) 1893-19??",9948037,"1940-7416",296,1894-08-11,1904-11-12,"DC","South","Not_Border","The colored American","DC"
"3611",1904,51327,79585,1904-09-01,NA,NA,"https://articleextractor.org/pages//79585/wyu_etna_ver03/sn83002748/1904/09/01/ed-1/seq-4/0?user_id=6","sn83002748",9,1,"ed-1","NA, NA",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,"Wyoming","The Saratoga sun. (Saratoga, Carbon County, Wyo.) 1891-current",9965363,"0740-4948",1748,1891-07-14,1926-02-25,"WY","West","Not_Border","The Saratoga sun.","WY"
"3612",1904,26088,45412,1904-01-10,NA,NA,"https://articleextractor.org/pages//45412/mnhi_tower_ver01/sn90059523/1904/01/10/ed-1/seq-40/0?user_id=6","sn90059523",1,10,"ed-1","NA, NA",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,"Minnesota","The Saint Paul globe. (St. Paul, Minn.) 1896-1905",21579130,"2151-5328",3276,1896-05-11,1905-04-30,"MN","Midwest","Not_Border","The Saint Paul globe.","MN"
"3613",1904,53948,82222,1904-08-06,"New York",NA,"https://articleextractor.org/pages//82222/dlc_haiti_ver01/sn83030214/1904/08/06/ed-1/seq-2/0?user_id=6","sn83030214",8,6,"ed-1","New York , NA",NA,2023-09-07 18:07:27,0,0,0,0,NA,NA,"New York","New-York tribune. [volume] (New York [N.Y.]) 1866-1924",9405688,"1941-0646",19999,1866-04-10,1922-12-31,"NY","Northeast","Not_Border","New-York tribune","NY"
"3614",1904,40893,64105,1904-06-10,NA,NA,"https://articleextractor.org/pages//64105/sdhi_hawk_ver01/sn98069055/1904/06/10/ed-1/seq-6/0?user_id=6","sn98069055",6,10,"ed-1","NA, NA",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,"South Dakota","The Aberdeen Democrat. (Aberdeen, South Dakota) 1???-1909",39497144,"2475-2940",424,1902-10-24,1909-04-09,"SD","Midwest","Not_Border","The Aberdeen Democrat.","SD"
"3615",1904,41056,64288,1904-10-13,NA,NA,"https://articleextractor.org/pages//64288/sdhi_interceptor_ver01/sn98062890/1904/10/13/ed-1/seq-2/0?user_id=6","sn98062890",10,13,"ed-1","NA, NA",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,"South Dakota","Pierre weekly free press. (Pierre, S.D.) 1889-19??",40700303,"2475-2924",929,1890-01-02,1918-06-27,"SD","Midwest","Not_Border","Pierre weekly free press.","SD"
"3616",1904,13213,27329,1904-04-04,"Washington","D.C","https://articleextractor.org/pages//27329/dlc_otterhound_ver01/sn83045462/1904/04/04/ed-1/seq-9/0?user_id=6","sn83045462",4,4,"ed-1","Washington,  D.C",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,"District of Columbia","Evening star. [volume] (Washington, D.C.) 1854-1972",2260929,"2331-9968",36949,1854-10-09,1963-12-31,"DC","South","Not_Border","Evening star","DC"
"3617",1904,40852,64062,1904-03-11,NA,NA,"https://articleextractor.org/pages//64062/sdhi_hawk_ver01/sn2001063112/1904/03/11/ed-1/seq-1/0?user_id=6","sn2001063112",3,11,"ed-1","NA, NA",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,"South Dakota","The Mitchell capital. (Mitchell, Dakota [S.D.]) 1879-1918",45859068,"2474-1027",1667,1885-11-27,1918-06-20,"SD","Midwest","Not_Border","The Mitchell capital.","SD"
"3618",1904,59600,70895,1904-10-11,"Alexandria","D.C","https://articleextractor.org/pages//70895/vi_foreigner_ver01/sn85025007/1904/10/11/ed-1/seq-2/0?user_id=6","sn85025007",10,11,"ed-1","Alexandria,  D.C",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,"District of Columbia","Alexandria gazette. [volume] (Alexandria, D.C.) 1834-1974",11539504,"1946-6153",26936,1834-01-01,1923-04-02,"DC","South","Not_Border","Alexandria gazette","DC"
"3619",1904,10290,21786,1904-08-30,"Phoenix","Ariz","https://articleextractor.org/pages//21786/az_leopardfrog_ver01/sn84020558/1904/08/30/ed-1/seq-1/0?user_id=6","sn84020558",8,30,"ed-1","Phoenix,  Ariz",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,"Arizona","Arizona republican. [volume] (Phoenix, Ariz.) 1890-1930",2612512,"2157-135X",10727,1890-05-19,1922-06-29,"AZ","West","Not_Border","Arizona republican","AZ"
"3620",1904,25051,44230,1904-03-21,"Bemidji","Minn","https://articleextractor.org/pages//44230/mnhi_jevne_ver02/sn86063381/1904/03/21/ed-1/seq-1/0?user_id=6","sn86063381",3,21,"ed-1","Bemidji,  Minn",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,"Minnesota","The Bemidji daily pioneer. [volume] (Bemidji, Minn.) 1904-1971",13870014,"2163-4831",5828,1904-01-30,1922-12-30,"MN","Midwest","Not_Border","The Bemidji daily pioneer","MN"
"3621",1904,18665,36482,1904-07-14,"Dodge City","Kan","https://articleextractor.org/pages//36482/khi_lawrence_ver01/sn84029853/1904/07/14/ed-1/seq-2/0?user_id=6","sn84029853",7,14,"ed-1","Dodge City,  Kan",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,"Kansas","The Globe-republican. [volume] (Dodge City, Kan.) 1889-1910",11242626,"2163-4475",1069,1889-10-23,1910-06-16,"KS","Midwest","Not_Border","The Globe-republican","KS"
"3622",1904,33063,54313,1904-10-26,"Raleigh","N.C","https://articleextractor.org/pages//54313/ncu_hamm_ver01/sn85042104/1904/10/26/ed-1/seq-5/0?user_id=6","sn85042104",10,26,"ed-1","Raleigh,  N.C",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,"North Carolina","The news &amp; observer. [volume] (Raleigh, N.C.) 1894-current",11750106,"2688-8807",3559,1894-08-12,1905-12-31,"NC","South","Not_Border","The news & observer","NC"
"3623",1904,27606,47155,1904-10-15,NA,NA,"https://articleextractor.org/pages//47155/mohi_linus_ver01/sn89066129/1904/10/15/ed-1/seq-3/0?user_id=6","sn89066129",10,15,"ed-1","NA, NA",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,"Missouri","The Laclede blade. (Laclede, Mo.) 1890-1945",19609311,"2378-5187",1010,1902-07-12,1922-12-22,"MO","Midwest","Border","The Laclede blade.","MO"
"3624",1904,24325,43146,1904-01-20,"Willmar","Minn","https://articleextractor.org/pages//43146/mnhi_edsel_ver01/sn89081022/1904/01/20/ed-1/seq-2/0?user_id=6","sn89081022",1,20,"ed-1","Willmar,  Minn",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,"Minnesota","Willmar tribune. [volume] (Willmar, Minn.) 1895-1931",1643058,"2326-7666",1509,1895-02-19,1922-12-27,"MN","Midwest","Not_Border","Willmar tribune","MN"
"3625",1904,49514,76731,1904-03-10,"Kenosha","Wis","https://articleextractor.org/pages//76731/whi_fanny_ver01/sn85040310/1904/03/10/ed-1/seq-4/0?user_id=6","sn85040310",3,10,"ed-1","Kenosha,  Wis",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,"Wisconsin","The Telegraph-courier. [volume] (Kenosha, Wis.) 1888-1946",11802001,NA,1770,1888-10-04,1925-12-31,"WI","Midwest","Not_Border","The Telegraph-courier","WI"
"3626",1904,47969,73513,1904-04-08,NA,NA,"https://articleextractor.org/pages//73513/vtu_broccoli_ver01/sn91066782/1904/04/08/ed-1/seq-2/0?user_id=6","sn91066782",4,8,"ed-1","NA, NA",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,"Vermont","The Barre daily times. (Barre, Vt.) 1897-1959",24575362,"2473-4098",5783,1903-05-01,1922-12-30,"VT","Northeast","Not_Border","The Barre daily times.","VT"
"3627",1904,1967,2092,1904-07-05,"Wausau","Wis","https://articleextractor.org/pages//2092/whi_augurey_ver01/sn85040749/1904/07/05/ed-1/seq-7/0?user_id=6","sn85040749",7,5,"ed-1","Wausau,  Wis",0,2023-01-23 21:02:58,1,0,0,0,0,"null","Wisconsin","Wausau pilot. [volume] (Wausau, Wis.) 1896-1940",12075436,"2689-9965",1198,1900-01-02,1922-12-28,"WI","Midwest","Not_Border","Wausau pilot","WI"
"3628",1904,49901,77499,1904-03-24,"Wabeno","Wis","https://articleextractor.org/pages//77499/whi_jarvey_ver01/sn85040705/1904/03/24/ed-1/seq-6/0?user_id=6","sn85040705",3,24,"ed-1","Wabeno,  Wis",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,"Wisconsin","Northern Wisconsin advertiser. [volume] (Wabeno, Wis.) 1898-1925",12005150,"2768-5101",1116,1899-01-12,1922-12-29,"WI","Midwest","Not_Border","Northern Wisconsin advertiser","WI"
"3629",1904,30227,50493,1904-11-22,"Billings","Mont","https://articleextractor.org/pages//50493/mthi_kelseya_ver02/sn84036008/1904/11/22/ed-1/seq-2/0?user_id=6","sn84036008",11,22,"ed-1","Billings,  Mont",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,"Montana","The Billings gazette. [volume] (Billings, Mont.) 1896-1919",10317615,"2372-868X",1059,1899-01-03,1909-12-31,"MT","West","Not_Border","The Billings gazette","MT"
"3630",1904,41131,64374,1904-09-16,"Rapid City","S.D","https://articleextractor.org/pages//64374/sdhi_jayhawk_ver01/sn97065835/1904/09/16/ed-1/seq-13/0?user_id=6","sn97065835",9,16,"ed-1","Rapid City,  S.D",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,"South Dakota","The Black Hills union and western stock review. [volume] (Rapid City, S.D.) 1904-19??",37585185,"2475-1774",398,1904-02-26,1911-06-30,"SD","Midwest","Not_Border","The Black Hills union and western stock review","SD"
"3631",1904,23508,42175,1904-01-23,NA,NA,"https://articleextractor.org/pages//42175/mimtptc_jonesville_ver01/sn96077142/1904/01/23/ed-1/seq-2/0?user_id=6","sn96077142",1,23,"ed-1","NA, NA",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,"Michigan","The L&#39;Anse sentinel. (L&#39;Anse, L.S., Mich.) 18??-current",35732277,"2572-0384",1722,1890-09-27,1924-03-07,"MI","Midwest","Not_Border","The L'Anse sentinel.","MI"
"3632",1904,5855,12487,1904-08-06,"Perth Amboy","N.","https://articleextractor.org/pages//12487/njr_allspice_ver02/sn85035720/1904/08/06/ed-2/seq-6/0?user_id=6","sn85035720",8,6,"ed-2","Perth Amboy,  N.",0,2022-12-07 18:56:06,2,0,0,0,0,"null","New Jersey","Perth Amboy evening news. [volume] (Perth Amboy, N.J.) 1903-1959",13786624,"2576-9189",6577,1903-03-30,1924-12-31,"NJ","Northeast","Not_Border","Perth Amboy evening news","NJ"
"3633",1904,55999,84273,1904-07-07,"River Falls","Pi","https://articleextractor.org/pages//84273/whi_hegmeister_ver01/sn85033255/1904/07/07/ed-1/seq-2/0?user_id=6","sn85033255",7,7,"ed-1","River Falls,  Pi",NA,2023-09-07 18:07:27,0,0,0,0,NA,NA,"Wisconsin","River Falls journal. [volume] (River Falls, Pierce County, Wis.) 1872-2019",11795398,NA,2828,1872-08-23,1925-12-31,"WI","Midwest","Not_Border","River Falls journal","WI"
"3634",1904,2184,2314,1904-01-30,"Pullman","W.T. [","https://articleextractor.org/pages//2314/wa_dogwood_ver01/sn88085488/1904/01/30/ed-1/seq-13/0?user_id=6","sn88085488",1,30,"ed-1","Pullman,  W.T. [",0,2023-01-23 21:02:58,1,0,0,0,0,"null","Washington","Pullman herald. [volume] (Pullman, W.T. [Wash.]) 1888-1989",17408151,"2151-5298",1746,1888-11-03,1922-12-29,"WA","West","Not_Border","Pullman herald","WA"
"3635",1904,13992,28400,1904-03-15,"Americus","Ga","https://articleextractor.org/pages//28400/gu_ara_ver01/sn89053204/1904/03/15/ed-1/seq-1/0?user_id=6","sn89053204",3,15,"ed-1","Americus,  Ga",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,"Georgia","Americus times-recorder. [volume] (Americus, Ga.) 1891-current",21134729,"2768-6922",7277,1900-07-10,1925-11-30,"GA","South","Not_Border","Americus times-recorder","GA"
"3636",1904,25068,44247,1904-03-16,"Bemidji","Minn","https://articleextractor.org/pages//44247/mnhi_jevne_ver02/sn86063381/1904/03/16/ed-1/seq-1/0?user_id=6","sn86063381",3,16,"ed-1","Bemidji,  Minn",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,"Minnesota","The Bemidji daily pioneer. [volume] (Bemidji, Minn.) 1904-1971",13870014,"2163-4831",5828,1904-01-30,1922-12-30,"MN","Midwest","Not_Border","The Bemidji daily pioneer","MN"
"3637",1904,30346,50758,1904-09-28,NA,NA,"https://articleextractor.org/pages//50758/nbu_abbott_ver01/sn95073194/1904/09/28/ed-1/seq-6/0?user_id=6","sn95073194",9,28,"ed-1","NA, NA",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,"Nebraska","The Columbus journal. (Columbus, Neb.) 1874-1911",33286956,"2332-984X",1728,1878-08-28,1911-11-09,"NE","Midwest","Not_Border","The Columbus journal.","NE"
"3638",1904,48416,74803,1904-03-16,"Tacoma","Wash","https://articleextractor.org/pages//74803/wa_dogwood_ver01/sn88085187/1904/03/16/ed-1/seq-1/0?user_id=6","sn88085187",3,16,"ed-1","Tacoma,  Wash",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,"Washington","The Tacoma times. [volume] (Tacoma, Wash.) 1903-1949",17347623,"2158-4729",4276,1903-12-21,1943-04-12,"WA","West","Not_Border","The Tacoma times","WA"
"3639",1904,34945,56526,1904-07-22,NA,NA,"https://articleextractor.org/pages//56526/ndhi_jessie_ver01/sn88076514/1904/07/22/ed-1/seq-2/0?user_id=6","sn88076514",7,22,"ed-1","NA, NA",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,"North Dakota","Devils Lake inter-ocean. (Devils Lake, Ramsey Co., Dakota [N.D.]) 1884-1905",19096051,"2470-5292",653,1884-10-11,1905-11-24,"ND","Midwest","Not_Border",NA,"ND"
"3640",1904,2495,2631,1904-01-22,"Aberdeen","South","https://articleextractor.org/pages//2631/sdhi_hawk_ver01/sn98069055/1904/01/22/ed-1/seq-2/0?user_id=6","sn98069055",1,22,"ed-1","Aberdeen,  South",0,2023-08-30 17:34:43,0,1,0,0,7,"Adriana Navarro","South Dakota","The Aberdeen Democrat. (Aberdeen, South Dakota) 1???-1909",39497144,"2475-2940",424,1902-10-24,1909-04-09,"SD","Midwest","Not_Border","The Aberdeen Democrat.","SD"
"3641",1904,13993,28401,1904-03-09,"Americus","Ga","https://articleextractor.org/pages//28401/gu_ara_ver01/sn89053204/1904/03/09/ed-1/seq-1/0?user_id=6","sn89053204",3,9,"ed-1","Americus,  Ga",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,"Georgia","Americus times-recorder. [volume] (Americus, Ga.) 1891-current",21134729,"2768-6922",7277,1900-07-10,1925-11-30,"GA","South","Not_Border","Americus times-recorder","GA"
"3642",1904,35615,57293,1904-09-01,NA,NA,"https://articleextractor.org/pages//57293/njr_ketchup_ver01/sn87068192/1904/09/01/ed-1/seq-8/0?user_id=6","sn87068192",9,1,"ed-1","NA, NA",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,"New Jersey","Bridgeton pioneer. (Bridgeton, N.J.) 1884-1919",15682940,"2688-6995",1762,1884-01-10,1917-10-11,"NJ","Northeast","Not_Border","Bridgeton pioneer.","NJ"
"3643",1904,55947,84221,1904-09-08,"Manitowoc","Wis","https://articleextractor.org/pages//84221/whi_harriet_ver01/sn85033139/1904/09/08/ed-1/seq-4/0?user_id=6","sn85033139",9,8,"ed-1","Manitowoc,  Wis",NA,2023-09-07 18:07:27,0,0,0,0,NA,NA,"Wisconsin","The Manitowoc pilot. [volume] (Manitowoc, Wis.) 1859-1932",11695644,"2576-5701",3213,1859-07-12,1922-12-28,"WI","Midwest","Not_Border","The Manitowoc pilot","WI"
"3644",1904,45575,69716,1904-03-11,NA,NA,"https://articleextractor.org/pages//69716/vi_aerosmith_ver01/sn95079246/1904/03/11/ed-1/seq-1/0?user_id=6","sn95079246",3,11,"ed-1","NA, NA",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,"Virginia","Highland recorder. (Monterey, Highland County, Va.) 1877-1972",33018708,"2151-5484",1222,1893-01-13,1920-12-17,"VA","South","Not_Border","Highland recorder.","VA"
"3645",1904,49687,77104,1904-01-21,"Manitowoc","Wis","https://articleextractor.org/pages//77104/whi_harriet_ver01/sn85033139/1904/01/21/ed-1/seq-3/0?user_id=6","sn85033139",1,21,"ed-1","Manitowoc,  Wis",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,"Wisconsin","The Manitowoc pilot. [volume] (Manitowoc, Wis.) 1859-1932",11695644,"2576-5701",3213,1859-07-12,1922-12-28,"WI","Midwest","Not_Border","The Manitowoc pilot","WI"
